0.000000,-0.500000
0.000000,-0.492188
0.000000,-0.484375
0.000000,-0.476562
0.000000,-0.468750
0.000000,-0.460938
0.000000,-0.453125
0.000000,-0.445312
0.000000,-0.437500
0.000000,-0.429688
0.000000,-0.421875
0.000000,-0.414062
0.000000,-0.406250
0.000000,-0.398438
0.000000,-0.390625
0.000000,-0.382812
0.000000,-0.375000
0.000000,-0.367188
0.000000,-0.359375
0.000000,-0.351562
0.000000,-0.343750
0.000000,-0.335938
0.000000,-0.328125
0.000000,-0.320312
0.000000,-0.312500
0.000000,-0.304688
0.000000,-0.296875
0.000000,-0.289062
0.000000,-0.281250
0.000000,-0.273438
0.000000,-0.265625
0.000000,-0.257812
0.000000,-0.250000
0.000000,-0.242188
0.000000,-0.234375
0.000000,-0.226562
0.000000,-0.218750
0.000000,-0.210938
0.000000,-0.203125
0.000000,-0.195312
0.000000,-0.187500
0.000000,-0.179688
0.000000,-0.171875
0.000000,-0.164062
0.000000,-0.156250
0.000000,-0.148438
0.000000,-0.140625
0.000000,-0.132812
0.000000,-0.125000
0.000000,-0.117188
0.000000,-0.109375
0.000000,-0.101562
0.000000,-0.093750
0.000000,-0.085938
0.000000,-0.078125
0.000000,-0.070312
0.000000,-0.062500
0.000000,-0.054688
0.000000,-0.046875
0.000000,-0.039062
0.000000,-0.031250
0.000000,-0.023438
0.000000,-0.015625
0.000000,-0.007812
0.000000,0.000000
0.000000,0.007812
0.000000,0.015625
0.000000,0.023438
0.000000,0.031250
0.000000,0.039062
0.000000,0.046875
0.000000,0.054688
0.000000,0.062500
0.000000,0.070312
0.000000,0.078125
0.000000,0.085938
0.000000,0.093750
0.000000,0.101562
0.000000,0.109375
0.000000,0.117188
0.000000,0.125000
0.000000,0.132812
0.000000,0.140625
0.000000,0.148438
0.000000,0.156250
0.000000,0.164062
0.000000,0.171875
0.000000,0.179688
0.000000,0.187500
0.000000,0.195312
0.000000,0.203125
0.000000,0.210938
0.000000,0.218750
0.000000,0.226562
0.000000,0.234375
0.000000,0.242188
0.000000,0.250000
0.000000,0.257812
0.000000,0.265625
0.000000,0.273438
0.000000,0.281250
0.000000,0.289062
0.000000,0.296875
0.000000,0.304688
0.000000,0.312500
0.000000,0.320312
0.000000,0.328125
0.000000,0.335938
0.000000,0.343750
0.000000,0.351562
0.000000,0.359375
0.000000,0.367188
0.000000,0.375000
0.000000,0.382812
0.000000,0.390625
0.000000,0.398438
0.000000,0.406250
0.000000,0.414062
0.000000,0.421875
0.000000,0.429688
0.000000,0.437500
0.000000,0.445312
0.000000,0.453125
0.000000,0.460938
0.000000,0.468750
0.000000,0.476562
0.000000,0.484375
0.000000,0.492188
0.000000,0.500000
0.078125,-0.448980
0.078125,-0.441167
0.078125,-0.433355
0.078125,-0.425542
0.078125,-0.417730
0.078125,-0.409917
0.078125,-0.402105
0.078125,-0.394292
0.078125,-0.386480
0.078125,-0.378667
0.078125,-0.370855
0.078125,-0.363042
0.078125,-0.355230
0.078125,-0.347417
0.078125,-0.339605
0.078125,-0.331792
0.078125,-0.323980
0.078125,-0.316167
0.078125,-0.308355
0.078125,-0.300542
0.078125,-0.292730
0.078125,-0.284917
0.078125,-0.277105
0.078125,-0.269292
0.078125,-0.261480
0.078125,-0.253667
0.078125,-0.245855
0.078125,-0.238042
0.078125,-0.230230
0.078125,-0.222417
0.078125,-0.214605
0.078125,-0.206792
0.078125,-0.198980
0.078125,-0.191167
0.078125,-0.183355
0.078125,-0.175542
0.078125,-0.167730
0.078125,-0.159917
0.078125,-0.152105
0.078125,-0.144292
0.078125,-0.136480
0.078125,-0.128667
0.078125,-0.120855
0.078125,-0.113042
0.078125,-0.105230
0.078125,-0.097417
0.078125,-0.089605
0.078125,-0.081792
0.078125,-0.073980
0.078125,-0.066167
0.078125,-0.058355
0.078125,-0.050542
0.078125,-0.042730
0.078125,-0.034917
0.078125,-0.027105
0.078125,-0.019292
0.078125,-0.011480
0.078125,-0.003667
0.078125,0.004145
0.078125,0.011958
0.078125,0.019770
0.078125,0.027583
0.078125,0.035395
0.078125,0.043208
0.078125,0.051020
0.078125,0.058833
0.078125,0.066645
0.078125,0.074458
0.078125,0.082270
0.078125,0.090083
0.078125,0.097895
0.078125,0.105708
0.078125,0.113520
0.078125,0.121333
0.078125,0.129145
0.078125,0.136958
0.078125,0.144770
0.078125,0.152583
0.078125,0.160395
0.078125,0.168208
0.078125,0.176020
0.078125,0.183833
0.078125,0.191645
0.078125,0.199458
0.078125,0.207270
0.078125,0.215083
0.078125,0.222895
0.078125,0.230708
0.078125,0.238520
0.078125,0.246333
0.078125,0.254145
