0.039062,-0.488527
0.039062,-0.480715
0.039062,-0.472902
0.039062,-0.465090
0.039062,-0.457277
0.039062,-0.449465
0.039062,-0.441652
0.039062,-0.433840
0.039062,-0.426027
0.039062,-0.418215
0.039062,-0.410402
0.039062,-0.402590
0.039062,-0.394777
0.039062,-0.386965
0.039062,-0.379152
0.039062,-0.371340
0.039062,-0.363527
0.039062,-0.355715
0.039062,-0.347902
0.039062,-0.340090
0.039062,-0.332277
0.039062,-0.324465
0.039062,-0.316652
0.039062,-0.308840
0.039062,-0.301027
0.039062,-0.293215
0.039062,-0.285402
0.039062,-0.277590
0.039062,-0.269777
0.039062,-0.261965
0.039062,-0.254152
0.039062,-0.246340
0.039062,-0.238527
0.039062,-0.230715
0.039062,-0.222902
0.039062,-0.215090
0.039062,-0.207277
0.039062,-0.199465
0.039062,-0.191652
0.039062,-0.183840
0.039062,-0.176027
0.039062,-0.168215
0.039062,-0.160402
0.039062,-0.152590
0.039062,-0.144777
0.039062,-0.136965
0.039062,-0.129152
0.039062,-0.121340
0.039062,-0.113527
0.039062,-0.105715
0.039062,-0.097902
0.039062,-0.090090
0.039062,-0.082277
0.039062,-0.074465
0.039062,-0.066652
0.039062,-0.058840
0.039062,-0.051027
0.039062,-0.043215
0.039062,-0.035402
0.039062,-0.027590
0.039062,-0.019777
0.039062,-0.011965
0.039062,-0.004152
0.039062,0.003660
0.039062,0.011473
0.039062,0.019285
0.039062,0.027098
0.039062,0.034910
0.039062,0.042723
0.039062,0.050535
0.039062,0.058348
0.039062,0.066160
0.039062,0.073973
0.039062,0.081785
0.039062,0.089598
0.039062,0.097410
0.039062,0.105223
0.039062,0.113035
0.039062,0.120848
0.039062,0.128660
0.039062,0.136473
0.039062,0.144285
0.039062,0.152098
0.039062,0.159910
0.039062,0.167723
0.039062,0.175535
0.039062,0.183348
0.039062,0.191160
0.039062,0.198973
0.039062,0.206785
0.039062,0.214598
0.039062,0.222410
0.039062,0.230223
0.039062,0.238035
0.039062,0.245848
0.039062,0.253660
0.039062,0.261473
0.039062,0.269285
0.039062,0.277098
0.039062,0.284910
0.039062,0.292723
0.039062,0.300535
0.039062,0.308348
0.039062,0.316160
0.039062,0.323973
0.039062,0.331785
0.039062,0.339598
0.039062,0.347410
0.039062,0.355223
0.039062,0.363035
0.039062,0.370848
0.039062,0.378660
0.039062,0.386473
0.039062,0.394285
0.039062,0.402098
0.039062,0.409910
0.039062,0.417723
0.039062,0.425535
0.039062,0.433348
0.039062,0.441160
0.039062,0.448973
0.039062,0.456785
0.039062,0.464598
0.039062,0.472410
0.039062,0.480223
0.039062,0.488035
0.039062,0.495848
0.039062,0.503660
0.039062,0.511473
0.117188,-0.437507
0.117188,-0.429694
0.117188,-0.421882
0.117188,-0.414069
0.117188,-0.406257
0.117188,-0.398444
0.117188,-0.390632
0.117188,-0.382819
0.117188,-0.375007
0.117188,-0.367194
0.117188,-0.359382
0.117188,-0.351569
0.117188,-0.343757
0.117188,-0.335944
0.117188,-0.328132
0.117188,-0.320319
0.117188,-0.312507
0.117188,-0.304694
0.117188,-0.296882
0.117188,-0.289069
0.117188,-0.281257
0.117188,-0.273444
0.117188,-0.265632
0.117188,-0.257819
0.117188,-0.250007
0.117188,-0.242194
0.117188,-0.234382
0.117188,-0.226569
0.117188,-0.218757
